epoch,train_loss,train_acc,test_acc,test_loss,outlier_w>150,outlier_w_top2%,outlier_no>150,outlier_no_top2%,epoch_time_sec,peak_mem_MB,lr
31,0.6155937976169586,0.78334,0.7908,0.6084961826324463,0.0,0.02003173828125,0.0,0.02003173828125,29.02073335647583,1300.09912109375,0.00024788786422862526
32,0.6095227279090881,0.7845,0.7891,0.6083178627967835,0.0,0.02003021240234375,0.0,0.02003173828125,30.753965854644775,1300.09912109375,0.00024407645377103054
33,0.5969315785217285,0.78842,0.7986,0.5904867499351502,0.0,0.02003173828125,0.0,0.02003173828125,31.643810272216797,1300.09912109375,0.00024016217209245374
34,0.5829975601196289,0.79442,0.7978,0.5884807482719422,0.0,0.02003173828125,0.0,0.02003173828125,31.54119372367859,1300.09912109375,0.0002361492994024415
35,0.5691559064865113,0.79754,0.7981,0.6016080415725708,0.0,0.02003021240234375,0.0,0.02003173828125,30.94451355934143,1300.09912109375,0.00023204222371836402
36,0.5585217273139954,0.80306,0.802,0.5906887513637543,0.0,0.02003173828125,0.0,0.02003173828125,30.413678407669067,1300.09912109375,0.00022784543606718227
37,0.547382359085083,0.8047,0.8072,0.5747798063278198,0.0,0.02003173828125,0.0,0.02003173828125,30.986539363861084,1300.09912109375,0.0002235635255745762
38,0.534987963886261,0.81026,0.8067,0.559524745464325,0.0,0.02003173828125,0.0,0.02003021240234375,30.770060777664185,1300.09912109375,0.00021920117444680317
39,0.5242873930168152,0.8135,0.803,0.5756072965145111,0.0,0.02003173828125,0.0,0.02003173828125,30.201929330825806,1300.09912109375,0.0002147631528507739
40,0.5179654510879517,0.81684,0.8053,0.5754657342910766,0.0,0.02003173828125,0.0,0.02003173828125,29.76496410369873,1300.09912109375,0.0002102543136979454
41,0.5072732865333557,0.81786,0.8018,0.5819400782108307,0.0,0.02003173828125,0.0,0.02003173828125,29.23679518699646,1300.09912109375,0.0002056795873377331
42,0.4983713677406311,0.8217,0.8132,0.5527946942329407,0.0,0.02003173828125,0.0,0.02003021240234375,30.956858158111572,1300.09912109375,0.00020104397616624645
43,0.48499632002830506,0.82744,0.8152,0.5285060283660888,0.0,0.02003173828125,0.0,0.02003173828125,30.604955673217773,1300.09912109375,0.0001963525491562421
44,0.478010183467865,0.82976,0.8201,0.5341657450675964,0.0,0.02003173828125,0.0,0.02003021240234375,31.07629632949829,1300.09912109375,0.00019161043631427666
45,0.4719724126625061,0.8306,0.818,0.527528277015686,0.0,0.02003173828125,0.0,0.02003173828125,30.492337703704834,1300.09912109375,0.00018682282307111987
46,0.4631772883796692,0.83576,0.8185,0.5327859521865844,0.0,0.02003173828125,0.0,0.02003173828125,30.78836154937744,1300.09912109375,0.00018199494461156203
47,0.4506076877117157,0.84036,0.824,0.5377496815681457,0.0,0.02003173828125,0.0,0.02003173828125,31.955276250839233,1300.09912109375,0.00017713208014981648
48,0.4441120349121094,0.84258,0.8242,0.5285524804115296,0.0,0.02003021240234375,0.0,0.02003021240234375,29.106045246124268,1300.09912109375,0.00017223954715677627
49,0.4362269229888916,0.84368,0.829,0.5265719913482666,0.0,0.02003021240234375,0.0,0.02003173828125,28.627960681915283,1300.09912109375,0.00016732269554543794
50,0.4263944780921936,0.84678,0.8204,0.5344509834766388,0.0,0.02003173828125,0.0,0.02003173828125,28.830100059509277,1300.09912109375,0.00016238690182084986
51,0.42256572382926944,0.84934,0.8228,0.530128639125824,0.0,0.02003021240234375,0.0,0.02003173828125,28.991768836975098,1300.09912109375,0.00015743756320098332
52,0.41207893949508667,0.85316,0.8319,0.5079707000732422,0.0,0.02003173828125,0.0,0.02003173828125,28.44118881225586,1300.09912109375,0.00015248009171495378
53,0.4040883745002747,0.85612,0.8321,0.5135889390945435,0.0,0.02003173828125,0.0,0.02003173828125,28.721315383911133,1300.09912109375,0.00014751990828504622
54,0.3956598771476746,0.85812,0.8375,0.4937275572776794,0.0,0.02003173828125,0.0,0.02003021240234375,29.232832193374634,1300.09912109375,0.00014256243679901663
55,0.3895948589420319,0.86086,0.8339,0.502876539516449,0.0,0.02003173828125,0.0,0.02003021240234375,31.00389575958252,1300.09912109375,0.00013761309817915014
56,0.38149307138442995,0.8647,0.8307,0.5074399208068847,0.0,0.02003173828125,0.0,0.02003173828125,30.570977210998535,1300.09912109375,0.00013267730445456208
57,0.37570482131958005,0.86708,0.8353,0.5068155610084534,0.0,0.02003173828125,0.0,0.02003173828125,31.832130432128906,1300.09912109375,0.00012776045284322368
58,0.3684929003715515,0.86896,0.8324,0.4925700343132019,0.0,0.02003173828125,0.0,0.02003173828125,28.789039850234985,1300.09912109375,0.00012286791985018355
59,0.3590786233711243,0.87076,0.8344,0.49845338978767395,0.0,0.02003173828125,0.0,0.02003021240234375,28.75074863433838,1300.09912109375,0.00011800505538843798
60,0.3490081248950958,0.87604,0.8313,0.5290522789955139,0.0,0.02003173828125,0.0,0.02003173828125,28.161701917648315,1300.09912109375,0.00011317717692888012
61,0.34716906930923463,0.87578,0.8335,0.5150564159870148,0.0,0.02003173828125,0.0,0.02003173828125,28.156925678253174,1300.09912109375,0.00010838956368572334
62,0.3408125418281555,0.8789,0.8399,0.49903740854263307,0.0,0.02003021240234375,0.0,0.02003173828125,30.466651439666748,1300.09912109375,0.0001036474508437579
63,0.3331066877269745,0.88258,0.8368,0.5088970674991607,0.0,0.02003173828125,0.0,0.02003173828125,32.46218204498291,1300.09912109375,9.895602383375353e-05
64,0.323756284198761,0.88362,0.8412,0.5008824892997742,0.0,0.02003021240234375,0.0,0.02003021240234375,33.42209815979004,1300.09912109375,9.432041266226686e-05
65,0.3181212710046768,0.88624,0.8383,0.5122595094680786,0.0,0.02003173828125,0.0,0.02003173828125,31.23989510536194,1300.09912109375,8.97456863020546e-05
66,0.31601410831451415,0.88694,0.844,0.48883610181808473,0.0,0.02003021240234375,0.0,0.02003173828125,32.437774896621704,1300.09912109375,8.523684714922608e-05
67,0.3051412361097336,0.89014,0.8401,0.5038597059249877,0.0,0.02003173828125,0.0,0.02003173828125,32.7782518863678,1300.09912109375,8.079882555319684e-05
68,0.3000892978477478,0.8925,0.8375,0.5183011396408082,0.0,0.02003173828125,0.0,0.02003173828125,32.57642984390259,1300.09912109375,7.643647442542382e-05
69,0.2962049402809143,0.89286,0.8432,0.5057217869758606,0.0,0.02003173828125,0.0,0.02003173828125,31.989161491394043,1300.09912109375,7.215456393281776e-05
70,0.296176018447876,0.89502,0.8467,0.4921120264530182,0.0,0.02003173828125,0.0,0.02003173828125,29.806740760803223,1300.09912109375,6.795777628163599e-05
71,0.28606915424346924,0.89784,0.8458,0.4953001889228821,0.0,0.02003021240234375,0.0,0.02003173828125,32.709564208984375,1300.09912109375,6.385070059755846e-05
72,0.2803619655609131,0.89956,0.8475,0.4956289308071136,0.0,0.02003173828125,0.0,0.02003173828125,32.43432259559631,1300.09912109375,5.983782790754623e-05
73,0.27560406732559206,0.90184,0.844,0.5027540031433105,0.0,0.02003173828125,0.0,0.02003173828125,32.499767541885376,1300.09912109375,5.592354622896944e-05
74,0.27387670080184934,0.90232,0.8442,0.5096473421573638,0.0,0.02003173828125,0.0,0.02003173828125,32.281097650527954,1300.09912109375,5.211213577137469e-05
75,0.26660161747455596,0.90392,0.8449,0.5010816123008728,0.0,0.02003173828125,0.0,0.02003173828125,32.60772347450256,1300.09912109375,4.840776425613886e-05
76,0.2634101935005188,0.9063,0.8455,0.5092289610862732,0.0,0.02003021240234375,0.0,0.02003173828125,31.94052004814148,1300.09912109375,4.481448235912671e-05
77,0.25404926555633545,0.90922,0.8449,0.5082636191368103,0.0,0.02003021240234375,0.0,0.02003173828125,33.11052918434143,1300.09912109375,4.133621928133665e-05
78,0.25626804251670837,0.9087,0.8472,0.5054453330993652,0.0,0.02003173828125,0.0,0.02003021240234375,32.76172375679016,1300.09912109375,3.797677845237696e-05
79,0.25274150142669677,0.90874,0.8449,0.5032269506454468,0.0,0.02003173828125,0.0,0.02003173828125,33.04139232635498,1300.09912109375,3.473983337147118e-05
80,0.24850815017700195,0.91062,0.8441,0.5157236486434936,0.0,0.02003173828125,0.0,0.02003173828125,31.634112119674683,1300.09912109375,3.162892359054098e-05
81,0.23992462078094481,0.91392,0.8459,0.5147911874771118,0.0,0.02003173828125,0.0,0.02003173828125,30.306195974349976,1300.09912109375,2.8647450843757897e-05
82,0.24255954811573027,0.91308,0.8492,0.5065557121276856,0.0,0.02003173828125,0.0,0.02003173828125,31.613109350204468,1300.09912109375,2.5798675327796993e-05
83,0.23754172073364258,0.91394,0.8489,0.5091510208129882,0.0,0.02003173828125,0.0,0.02003173828125,31.264423847198486,1300.09912109375,2.3085712136859668e-05
84,0.23534731696605682,0.91482,0.8478,0.5093290943145752,0.0,0.02003173828125,0.0,0.02003173828125,32.966543674468994,1300.09912109375,2.0511527856363912e-05
85,0.23017411081314088,0.91688,0.8502,0.5031813346862793,0.0,0.0200286865234375,0.0,0.02003173828125,32.63889670372009,1300.09912109375,1.8078937319026654e-05
86,0.2330612988948822,0.91666,0.8489,0.5064629309654236,0.0,0.02003173828125,0.0,0.02003173828125,32.76953887939453,1300.09912109375,1.579060052688548e-05
87,0.23099321274757384,0.91646,0.8478,0.5059882998466492,0.0,0.02003173828125,0.0,0.02003173828125,32.76372718811035,1300.09912109375,1.3649019742625623e-05
88,0.23074931092262269,0.91722,0.8502,0.5049493315696716,0.0,0.02003173828125,0.0,0.02003173828125,32.604881286621094,1300.09912109375,1.1656536753392287e-05
89,0.22890702160835266,0.91862,0.8491,0.505951420211792,0.0,0.02003173828125,0.0,0.02003173828125,32.722649335861206,1300.09912109375,9.815330310080887e-06
90,0.21946298716545104,0.92078,0.8481,0.5134278975486756,0.0,0.02003173828125,0.0,0.02003173828125,32.510650396347046,1300.09912109375,8.127413744904804e-06
91,0.22315071406841278,0.92018,0.8488,0.5110403852462768,0.0,0.02003173828125,0.0,0.02003173828125,32.830326795578,1300.09912109375,6.594632769846353e-06
92,0.2264859927558899,0.91836,0.8484,0.5121384931564331,0.0,0.02003173828125,0.0,0.02003173828125,32.82381343841553,1300.09912109375,5.218663458397715e-06
93,0.22055299510955811,0.92108,0.8477,0.5121985771179199,0.0,0.02003173828125,0.0,0.02003021240234375,31.257036209106445,1300.09912109375,4.001010412799138e-06
94,0.22087560785293578,0.92066,0.8492,0.5097939397811889,0.0,0.02003021240234375,0.0,0.02003173828125,33.19294333457947,1300.09912109375,2.9430051187785962e-06
95,0.21956774222373962,0.92014,0.849,0.5126507215499878,0.0,0.02003173828125,0.0,0.02003021240234375,29.668986797332764,1300.09912109375,2.0458044895916513e-06
96,0.22138894731521608,0.92128,0.8489,0.5120003658294677,0.0,0.02003173828125,0.0,0.02003021240234375,30.136722087860107,1300.09912109375,1.3103896009537207e-06
97,0.21490991512298585,0.92262,0.8485,0.5120975104331971,0.0,0.02003173828125,0.0,0.02003173828125,30.129429578781128,1300.09912109375,7.375646182482875e-07
98,0.21685850325107575,0.92134,0.8488,0.5119945284843445,0.0,0.02003173828125,0.0,0.02003021240234375,29.422708749771118,1300.09912109375,3.2795591718381975e-07
99,0.2201998912000656,0.92046,0.849,0.5120024889945984,0.0,0.02003173828125,0.0,0.02003021240234375,27.60352396965027,1300.09912109375,8.201139886109264e-08
100,0.21616603054046632,0.92236,0.849,0.5120024889945984,0.0,0.02003173828125,0.0,0.02003021240234375,27.96842122077942,1300.09912109375,0.0
